formula,surface_facet,adsorbate,E_clean_slab_eV,E_slab_with_h_eV,E_h2_eV,ΔGH_eV,descriptor_eV,source,status,timestamp,dataset_origin,mob_quality_flag,performance_label
MoB,interface_(111)_cluster4Ag,H,-340.7268686901952,-343.8167193086287,-6.438412987227449,0.1293558751802224,0.1293558751802224,GPAW_LDA,completed,2026-03-06T05:39:30.515766,outputs_local,,excellent_near_zero
MoB,interface_(111)_cluster4Au,H,-342.818429936253,-345.53926466624245,-6.438412987227449,0.4983717636242617,0.4983717636242617,GPAW_LDA,completed,2026-03-06T10:21:13.582475,outputs_local,,good_reasonable
MoB,interface_(111)_cluster4Ir,H,-367.05438901220094,-370.0569676183271,-6.438412987227449,0.21662788748754602,0.21662788748754602,GPAW_LDA,completed,2026-03-06T15:27:57.764367,outputs_local,,good_reasonable
MoB,interface_(111)_cluster4Ni,H,-357.17947662869824,-360.5452038964692,-6.438412987227449,-0.14652077415725406,-0.14652077415725406,GPAW_LDA,completed,2026-03-06T19:34:23.504200,outputs_local,,excellent_near_zero
MoB,interface_(111)_cluster4Pd,H,-347.20268993902204,-350.5223938525466,-6.438412987227449,-0.10049741991083883,-0.10049741991083883,GPAW_LDA,completed,2026-03-07T02:19:50.665766,outputs_local,,excellent_near_zero
MoB,interface_(111)_cluster4Pt,H,-356.74095654534005,-359.65892622853096,-6.438412987227449,0.30123681042282024,0.30123681042282024,GPAW_LDA,completed,2026-03-07T06:47:05.499992,outputs_local,,good_reasonable
MoB,interface_(111)_cluster4Ru,H,-366.27431849706,-369.6980331331544,-6.438412987227449,-0.20450814248069227,-0.20450814248069227,GPAW_LDA,completed,2026-03-07T11:12:35.806164,outputs_local,,good_reasonable
MoB,interface_(111)_dopAg,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-07T16:06:04.262002,outputs_local,problematic_mob_repeated_energy,weak_outside_range
MoB,interface_(111)_dopAu,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-07T19:37:59.837591,outputs_local,problematic_mob_repeated_energy,weak_outside_range
MoB,interface_(111)_dopIr,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-07T23:10:25.654754,outputs_local,problematic_mob_repeated_energy,weak_outside_range
MoB,interface_(111)_dopNi,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-08T02:40:42.735803,outputs_local,problematic_mob_repeated_energy,weak_outside_range
MoB,interface_(111)_dopPd,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-08T06:15:55.287264,outputs_local,problematic_mob_repeated_energy,weak_outside_range
MoB,interface_(111)_dopPt,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-08T09:51:08.019521,outputs_local,problematic_mob_repeated_energy,weak_outside_range
MoB,interface_(111)_dopRu,H,-328.3940125562401,-330.5464763885292,-6.438412987227449,1.066742661324652,1.066742661324652,GPAW_LDA,completed,2026-03-08T13:27:38.686662,outputs_local,problematic_mob_repeated_energy,weak_outside_range
