formula,surface_facet,adsorbate,E_clean_slab_eV,E_slab_with_h_eV,E_h2_eV,ΔGH_eV,descriptor_eV,source,status,timestamp
Mo2C,(100),H,-78.97506952264779,-81.851233968323,-6.438412987227449,0.34304204793850923,0.34304204793850923,GPAW_LDA,completed,2026-02-20T08:33:11.759139
Mo2C,(100)_dopAg,H,-72.08687712960683,-74.35428201492279,-6.438412987227449,0.9518016082977696,0.9518016082977696,GPAW_LDA,completed,2026-02-20T08:41:35.422730
Mo2C,(100)_dopAu,H,-72.607781155308,-74.84051809222471,-6.438412987227449,0.9864695566970156,0.9864695566970156,GPAW_LDA,completed,2026-02-20T08:52:46.038079
Mo2C,(100)_dopIr,H,-77.27651515610313,-79.85212627973013,-6.438412987227449,0.6435953699867256,0.6435953699867256,GPAW_LDA,completed,2026-02-20T09:03:47.517910
Mo2C,(100)_dopNi,H,-75.13712342251755,-77.43901015515257,-6.438412987227449,0.9173197609786983,0.9173197609786983,GPAW_LDA,completed,2026-02-20T09:14:19.623327
Mo2C,(100)_dopPd,H,-73.31825165523267,-75.5530766681085,-6.438412987227449,0.9843814807378934,0.9843814807378934,GPAW_LDA,completed,2026-02-20T09:25:42.090936
Mo2C,(100)_dopPt,H,-75.48675482591872,-77.84547462798517,-6.438412987227449,0.8604866915472784,0.8604866915472784,GPAW_LDA,completed,2026-02-20T09:37:41.525827
Mo2C,(100)_dopRu,H,-77.17470551450891,-79.79632222529828,-6.438412987227449,0.5975897828243562,0.5975897828243562,GPAW_LDA,completed,2026-02-20T09:47:20.220144
Mo2C,(100)_sheet,H,-316.19626241465795,-319.0854535295605,-6.438412987227449,0.3300153787111939,0.3300153787111939,GPAW_LDA,completed,2026-02-20T09:58:32.503403
Mo2C,(100)_vac2C,H,-78.97506952264779,-81.851233968323,-6.438412987227449,0.34304204793850923,0.34304204793850923,GPAW_LDA,completed,2026-02-20T10:54:07.345168
Mo2C,(100)_vac2Mo,H,-58.07962351333559,-59.53992168842356,-6.438412987227449,1.7589083185257537,1.7589083185257537,GPAW_LDA,completed,2026-02-20T11:03:04.333031
Mo2C,(100)_vacC,H,-78.97506952264779,-81.851233968323,-6.438412987227449,0.34304204793850923,0.34304204793850923,GPAW_LDA,completed,2026-02-20T11:12:36.371806
Mo2C,(100)_vacMo,H,-68.22113609734028,-69.82252424048015,-6.438412987227449,1.6178183504738528,1.6178183504738528,GPAW_LDA,completed,2026-02-20T11:20:52.344132
Mo2C,(110),H,-78.97506952264779,-81.851233968323,-6.438412987227449,0.34304204793850923,0.34304204793850923,GPAW_LDA,completed,2026-02-20T11:30:55.673056
Mo2C,(110)_dopAg,H,-72.08687712960683,-74.35428201492279,-6.438412987227449,0.9518016082977696,0.9518016082977696,GPAW_LDA,completed,2026-02-20T11:39:24.194069
Mo2C,(110)_dopAu,H,-72.607781155308,-74.84051809222471,-6.438412987227449,0.9864695566970156,0.9864695566970156,GPAW_LDA,completed,2026-02-20T11:50:26.252445
Mo2C,(110)_dopIr,H,-77.27651515610313,-79.85212627973013,-6.438412987227449,0.6435953699867256,0.6435953699867256,GPAW_LDA,completed,2026-02-20T12:01:00.296410
Mo2C,(110)_dopNi,H,-75.13712342251755,-77.43901015515257,-6.438412987227449,0.9173197609786983,0.9173197609786983,GPAW_LDA,completed,2026-02-20T12:11:30.344550
Mo2C,(110)_dopPd,H,-73.31825165523267,-75.5530766681085,-6.438412987227449,0.9843814807378934,0.9843814807378934,GPAW_LDA,completed,2026-02-20T12:23:16.495164
Mo2C,(110)_dopPt,H,-75.48675482591872,-77.84547462798517,-6.438412987227449,0.8604866915472784,0.8604866915472784,GPAW_LDA,completed,2026-02-20T12:35:30.732245
Mo2C,(110)_dopRu,H,-77.17470551450891,-79.79632222529828,-6.438412987227449,0.5975897828243562,0.5975897828243562,GPAW_LDA,completed,2026-02-20T12:45:32.296054
